Subject	partofspeech	Experimenter_Word	Id	PairNumber	Experimenter_FileName	Experimenter_Utterance_Duration	Experimenter_Utterance_Latency	Experimenter_Utterance_Intensity	Child_Word	Child_FileName	Child_Utterance_Duration	Child_Utterance_Latency	Child_Utterance_Intensity	Experimenter_Notes	Child_Notes	Good	ResponseCat	UniqueWordId	LogFreq	prodage	Cue	TopAssocn	BwdAssocn	NumAssociates	Order	DOB	DOT	Age	Gender	KEEP	Age2	Para	Trials	TrialsByPart
S1	verb	sit	33	24	S1_E_24_33.wav	0.871276254	1.729145888	62.51967994	tail	S1_C_24_33.wav	0.796595432	2.165743832	57.79792466	?	approx	1	O	33	3.453165393	18.94422311	SIT	0.348	0.534	14	1	41521	42903	3	M	TRUE	Younger	0	25	9
S1	verb	stand	67	27	S1_E_27_67.wav	1.120212327	1.070425112	62.40243161	on_table	S1_C_27_67.wav	1.244680363	1.916482562	51.6766455	?	approx	1	S	67	2.813580989	25.55862069	STAND	0.534	0.348	10	1	41521	42903	3	M	TRUE	Younger	0	25	9
S1	verb	walk	55	14	S1_E_14_55.wav	0.995744561	1.861676897	60.30242371	talk	S1_C_14_55.wav	0.796595649	1.369148771	55.23776089	?	approx/cfirst	1	S	55	2.862131379	21	WALK	0.465	0.493	12	1	41521	42903	3	M	TRUE	Younger	0	25	9
S1	verb	wash	6	22	S1_E_22_6.wav	0.945957076	2.261581451	62.78737695	water	S1_C_22_6.wav	0.746808218	1.25616735	52.67270636	?	?	1	S	6	2.787460475	21.76521739	WASH	0.223	0	14	1	41521	42903	3	M	TRUE	Younger	0	25	9
S10	adjective	bad	93	26	S10_E_26_93.wav	0.748564939	2.323132569	67.93391994	not_bad	S10_C_26_93.wav	0.955065612	1.235017998	50.75954867	?	?	1	N	93	2.985426474	22.66433566	BAD	0.75	0.758	9	5	40682	42903	6	M	TRUE	Older	0	25	8
S10	adjective	better	50	5	S10_E_5_50.wav	0.56787685	0.696939771	69.46996002	not_better	S10_C_5_50.wav	0.748564939	1.290629205	55.06903711	?	?	1	N	50	3.335658452	25.51351351	BETTER	0.435	0.403	7	5	40682	42903	6	M	TRUE	Older	0	25	8
S10	adjective	big	78	13	S10_E_13_78.wav	0.722752355	1.00669078	63.22844788	little	S10_C_13_78.wav	0.671127187	0.970371209	57.36843574	?	?	1	P	78	3.659250469	20.59722222	BIG	0.635	0.351	9	5	40682	42903	6	M	TRUE	Older	1	25	8
S10	adjective	good	95	11	S10_E_11_95.wav	0.645314602	0.800190107	66.75307915	not_good	S10_C_11_95.wav	0.645314602	0.696939771	54.56314214	?	?	1	N	95	3.966423346	21.73134328	GOOD	0.758	0.75	8	5	40682	42903	6	M	TRUE	Older	0	25	8
S10	adjective	green	11	20	S10_E_20_11.wav	0.800190107	0.722752355	64.03664902	red	S10_C_20_11.wav	0.696939771	1.084128532	57.50048491	?	?	1	P	11	3.025715384	24.41304348	GREEN	0.25	0.364	17	5	40682	42903	6	M	TRUE	Older	1	25	8
S10	adjective	hard	71	32	S10_E_32_71.wav	0.877627859	0.593689434	64.4001253	not_hard	S10_C_32_71.wav	1.213191453	2.555445826	53.36149274	?	?	1	N	71	3.010299957	27.6	HARD	0.564	0.509	10	5	40682	42903	6	M	TRUE	Older	0	25	8
S10	adjective	hot	85	23	S10_E_23_85.wav	0.671127187	0.980878196	61.6478407	cold	S10_C_23_85.wav	0.619502018	1.419692125	55.10272175	?	?	1	P	85	2.897627091	15.57636888	HOT	0.676	0.413	8	5	40682	42903	6	M	TRUE	Older	1	25	8
S10	adjective	pretty	57	17	S10_E_17_57.wav	0.980878196	1.161566284	62.26853869	not_pretty_	S10_C_17_57.wav	0.696939771	2.787759083	58.94061351	?	?	1	N	57	3.211921084	21.44897959	PRETTY	0.473	0.291	11	5	40682	42903	6	M	TRUE	Older	0	25	8
S10	noun	cow	34	7	S10_E_7_34.wav	0.593689434	1.290629205	67.32024082	no_cow	S10_C_7_34.wav	0.696939771	1.681270036	60.90671285	?	?	1	N	34	2.821513528	18.6	COW	0.352	0.388	10	5	40682	42903	6	M	TRUE	Older	0	25	8
S10	noun	hand	35	21	S10_E_21_35.wav	0.645314602	0.955065612	64.02523702	no_hand	S10_C_21_35.wav	1.058315948	0.851815275	58.3247512	?	?	1	N	35	3.110926242	18.84269663	HAND	0.358	0.268	16	5	40682	42903	6	M	TRUE	Older	0	25	8
S10	noun	lunch	16	27	S10_E_27_16.wav	0.696939771	1.084128532	62.72227617	no_lunch	S10_C_27_16.wav	0.955065612	0.903440443	52.31512676	?	?	1	N	16	2.870988814	22.72972973	LUNCH	0.269	0.096	17	5	40682	42903	6	M	TRUE	Older	0	25	8
S10	noun	man	82	24	S10_E_24_82.wav	0.800190107	0.722752355	65.09957703	no_man	S10_C_24_82.wav	1.032503364	0.826002691	54.93866177	?	?	1	N	82	3.299725154	21.79230769	MAN	0.66	0.595	9	5	40682	42903	6	M	TRUE	Older	0	25	8
S10	noun	milk	40	10	S10_E_10_40.wav	0.696939771	2.942634587	63.65660755	cholocolate_milk	S10_C_10_40.wav	1.342254373	1.667096213	55.91384782	?	?	1	P	40	3.135450699	18.14615385	MILK	0.388	0.352	18	5	40682	42903	6	M	TRUE	Older	1	25	8
S10	noun	mouth	1	4	S10_E_4_1.wav	0.696939771	1.290629205	65.33400876	no_mouth_	S10_C_4_1.wav	1.1357537	0.955065612	53.27148942	?	?	1	N	1	3.033825694	18.34509804	MOUTH	0.201	0	19	5	40682	42903	6	M	TRUE	Older	0	25	8
S10	noun	story	49	31	S10_E_31_49.wav	1.00669078	1.600380214	65.4177351	no_story	S10_C_31_49.wav	1.00669078	0.56787685	49.03054952	?	?	1	N	49	3.048053173	22.81818182	STORY	0.419	0	14	5	40682	42903	6	M	TRUE	Older	0	25	8
S10	noun	train	27	9	S10_E_9_27.wav	0.722752355	1.264816621	66.33229612	no_training_	S10_C_9_27.wav	1.213191453	0.929253028	54.7232452	?	?	1	N	27	2.95616843	19.79617834	TRAIN	0.327	0.173	19	5	40682	42903	6	M	TRUE	Older	0	25	8
S10	other	no	96	3	S10_E_3_96.wav	0.696939771	1.032503364	63.78053894	yes	S10_C_3_96.wav	0.43881393	0.826002691	58.45890203	?	?	1	P	96	4.309970657	14.37790698	NO	0.761	0.83	9	5	40682	42903	6	M	TRUE	Older	1	25	3
S10	other	today	62	1	S10_E_1_62.wav	0.774377523	0	65.08149042	leaf	S10_C_1_62.wav	0.671127187	7.614712309	50.36342807	?	?	1	O	62	3.365113432	29.21875	TODAY	0.503	0.527	11	5	40682	42903	6	M	TRUE	Older	0	25	3
S10	other	tomorrow	66	30	S10_E_30_66.wav	0.929253028	1.1357537	65.69440762	not_tomorrow	S10_C_30_66.wav	0.774377523	6.498521152	55.4468257	?	?	1	N	66	2.871572936	29.24528302	TOMORROW	0.527	0.503	9	5	40682	42903	6	M	TRUE	Older	0	25	3
S10	verb	close	52	19	S10_E_19_52.wav	0.851815275	1.00669078	64.65066523	no_close	S10_C_19_52.wav	0.774377523	0.800190107	50.20522197	?	?	1	N	52	2.84135947	24.32624113	CLOSE	0.448	0.723	9	5	40682	42903	6	M	TRUE	Older	0	25	6
S10	verb	eat	44	28	S10_E_28_44.wav	0.56787685	0.800190107	60.97769377	don't_eat	S10_C_28_44.wav	0.851815275	1.368066957	52.05936001	?	?	1	N	44	3.597695186	18.50761421	EAT	0.409	0.406	11	5	40682	42903	6	M	TRUE	Older	0	25	6
S10	verb	fall	28	15	S10_E_15_28.wav	0.542064266	0.89923979	70.84001316	not_fall	S10_C_15_28.wav	0.980878196	1.00669078	49.73750279	?	?	1	N	28	2.960470778	21.51764706	FALL	0.329	0.19	17	5	40682	42903	6	M	TRUE	Older	0	25	6
S10	verb	give	51	14	S10_E_14_51.wav	0.774377523	1.290629205	66.95702211	not_give	S10_C_14_51.wav	0.696939771	13.21604306	53.00631145	?	?	1	N	51	3.490800952	25.22527473	GIVE	0.444	0.412	13	5	40682	42903	6	M	TRUE	Older	0	25	6
S10	verb	hurt	65	6	S10_E_6_65.wav	0.593689434	0.980878196	64.8185572	not_hurt	S10_C_6_65.wav	0.877627859	0.748564939	55.41152895	?	?	1	N	65	2.995196292	23.15584416	HURT	0.521	0.551	12	5	40682	42903	6	M	TRUE	Older	0	25	6
S10	verb	stop	75	22	S10_E_22_75.wav	0.722752355	0.56787685	64.65166534	don't_stop	S10_C_22_75.wav	1.00669078	1.347914152	54.06414902	?	?	1	N	75	3.020361283	22.22131148	STOP	0.615	0.539	8	5	40682	42903	6	M	TRUE	Older	0	25	6
S100	adjective	bad	93	14	S100_E_14_93.wav	0.594013605	1.209727891	60.21809405	blad	S100_C_14_93.wav	0.738707483	3.951360544	52.02481633	?	?	1	O	93	2.985426474	22.66433566	BAD	0.75	0.758	9	4	41495	43040	4	F	TRUE	Younger	0	25	8
S100	adjective	cold	46	8	S100_E_8_46.wav	0.654807256	1.000068027	59.19271013	warm	S100_C_8_46.wav	0.82787762	1.082439841	53.93754763	?	?	1	P	46	2.931457871	18.87719298	COLD	0.413	0.676	19	4	41495	43040	4	F	TRUE	Younger	1	25	8
S100	adjective	good	95	21	S100_E_21_95.wav	0.639365079	0.938503401	58.39187552	ears	S100_C_21_95.wav	0.823503124	6.435340413	48.43813066	?	?	1	S	95	3.966423346	21.73134328	GOOD	0.758	0.75	8	4	41495	43040	4	F	TRUE	Younger	0	25	8
S100	adjective	green	11	13	S100_E_13_11.wav	0.664829932	1.107573696	59.41275891	red	S100_C_13_11.wav	0.775977045	1.564340415	49.38783683	?	?	1	P	11	3.025715384	24.41304348	GREEN	0.25	0.364	17	4	41495	43040	4	F	TRUE	Younger	1	25	8
S100	adjective	happy	77	26	S100_E_26_77.wav	0.638888889	0.72553288	59.25068846	mad	S100_C_26_77.wav	0.531360544	1.894761905	50.53071738	?	?	1	P	77	2.793790385	22.39915966	HAPPY	0.628	0.634	8	4	41495	43040	4	F	TRUE	Younger	1	25	8
S100	adjective	hard	71	22	S100_E_22_71.wav	0.763259298	1.787194217	59.68934421	soft	S100_C_22_71.wav	0.807460317	1.320226757	51.62292083	?	?	1	P	71	3.010299957	27.6	HARD	0.564	0.509	10	4	41495	43040	4	F	TRUE	Younger	1	25	8
S100	adjective	old	58	20	S100_E_20_58.wav	0.759297052	1.073310658	61.47061167	young	S100_C_20_58.wav	0.785668934	1.71260771	53.9352488	?	?	1	P	58	3.010299957	29.2920354	OLD	0.473	0.725	9	4	41495	43040	4	F	TRUE	Younger	1	25	8
S100	adjective	red	13	4	S100_E_4_13.wav	0.525582208	1.264191035	60.38342635	yellow	S100_C_4_13.wav	0.479845957	1.509315041	55.30077269	?	?	1	P	13	3.089551883	22.6	RED	0.26	0.106	14	4	41495	43040	4	F	TRUE	Younger	1	25	8
S100	noun	boy	88	27	S100_E_27_88.wav	0.639659864	1.246643991	58.78142531	girl	S100_C_27_88.wav	0.704102916	0.782767833	52.80463443	?	?	1	P	88	3.438225808	19.91911765	BOY	0.701	0.738	10	4	41495	43040	4	F	TRUE	Younger	1	25	10
S100	noun	cat	64	3	S100_E_3_64.wav	0.576944397	1.456661045	58.74050762	dog	S100_C_3_64.wav	0.580294785	0.922698413	54.93289025	?	?	1	P	64	3.011147361	17.72093023	CAT	0.513	0.667	3	4	41495	43040	4	F	TRUE	Younger	1	25	10
S100	noun	chair	24	18	S100_E_18_24.wav	0.699047619	2.257641723	59.98130164	computer	S100_C_18_24.wav	0.771899303	5.112975981	49.50229773	?	?	1	P	24	3.116939647	19	CHAIR	0.314	0.756	14	4	41495	43040	4	F	TRUE	Younger	1	25	10
S100	noun	cow	34	12	S100_E_12_34.wav	0.684988662	1.578253968	60.16640967	horse	S100_C_12_34.wav	0.74768787	1.059749772	51.16494559	?	?	1	P	34	2.821513528	18.6	COW	0.352	0.388	10	4	41495	43040	4	F	TRUE	Younger	1	25	10
S100	noun	cup	47	9	S100_E_9_47.wav	0.518004535	1.324535147	59.80163814	teacup	S100_C_9_47.wav	0.951064754	1.414014611	49.10979166	?	?	1	P	47	2.92992956	18.28571429	CUP	0.418	0.527	10	4	41495	43040	4	F	TRUE	Younger	1	25	10
S100	noun	hand	35	23	S100_E_23_35.wav	0.649659864	1.228163265	54.01345725	arm	S100_C_23_35.wav	0.730997732	1.000997732	54.20988514	?	?	1	P	35	3.110926242	18.84269663	HAND	0.358	0.268	16	4	41495	43040	4	F	TRUE	Younger	1	25	10
S100	noun	nose	8	25	S100_E_25_8.wav	0.803333333	1.836409237	57.99654507	eyes	S100_C_25_8.wav	1.198693933	0.908607655	54.29649588	?	?	1	P	8	2.952792443	16.12676056	NOSE	0.236	0.11	15	4	41495	43040	4	F	TRUE	Younger	1	25	10
S100	noun	picture	25	15	S100_E_15_25.wav	0.625192744	0.877800454	60.15175324	chair	S100_C_15_25.wav	0.908594104	3.765147392	47.36222196	?	?	1	P	25	2.944975908	22.69230769	PICTURE	0.316	0.811	11	4	41495	43040	4	F	TRUE	Younger	1	25	10
S100	noun	tiger	23	7	S100_E_7_23.wav	0.575074795	1.425560126	59.0899353	lion	S100_C_7_23.wav	0.677528345	1.217732426	52.234403	?	?	1	P	23	3.020775488	22.5320197	TIGER	0.308	0.362	15	4	41495	43040	4	F	TRUE	Younger	1	25	10
S100	noun	train	27	2	S100_E_2_27.wav	0.59244898	2.102063492	60.53693552	bus	S100_C_2_27.wav	0.713193409	1.712815661	52.15965968	?	?	1	P	27	2.95616843	19.79617834	TRAIN	0.327	0.173	19	4	41495	43040	4	F	TRUE	Younger	1	25	10
S100	other	tomorrow	66	17	S100_E_17_66.wav	0.64739229	2.064126984	63.0718182	tape	S100_C_17_66.wav	0.839501788	4.432108189	51.11214006	?	?	1	O	66	2.871572936	29.24528302	TOMORROW	0.527	0.503	9	4	41495	43040	4	F	TRUE	Younger	0	25	1
S100	verb	find	42	16	S100_E_16_42.wav	0.671746032	1.564761905	59.07165309	table	S100_C_16_42.wav	1.033983033	1.420529438	51.39226998	?	?	1	S	42	3.24723655	24.68965517	FIND	0.4	0.223	11	4	41495	43040	4	F	TRUE	Younger	0	25	6
S100	verb	fix	31	11	S100_E_11_31.wav	0.570521542	1.747573696	55.6749752	pockets	S100_C_11_31.wav	0.740748299	5.419546485	50.45259428	?	?	1	S	31	2.87909588	22.71291866	FIX	0.338	0.089	9	4	41495	43040	4	F	TRUE	Younger	0	25	6
S100	verb	open	89	19	S100_E_19_89.wav	0.832721088	1.521904762	59.81902135	close	S100_C_19_89.wav	0.879255072	1.037615676	51.2722892	?	?	1	P	89	3.111934276	21.10948905	OPEN	0.723	0.448	5	4	41495	43040	4	F	TRUE	Younger	1	25	6
S100	verb	sing	54	6	S100_E_6_54.wav	0.6914975	1.165169167	59.54444738	car	S100_C_6_54.wav	0.954489796	4.602653061	49.74719547	?	?	1	S	54	2.810904281	24.04545455	SING	0.456	0.291	17	4	41495	43040	4	F	TRUE	Younger	0	25	6
S100	verb	sit	33	5	S100_E_5_33.wav	0.577709751	0.832335601	59.69444325	stand_up	S100_C_5_33.wav	0.672825194	1.50529272	51.33375418	?	?	1	P	33	3.453165393	18.94422311	SIT	0.348	0.534	14	4	41495	43040	4	F	TRUE	Younger	1	25	6
S100	verb	walk	55	10	S100_E_10_55.wav	0.637687075	1.595283447	62.83742066	phone	S100_C_10_55.wav	0.592834467	4.320680272	51.20568495	?	?	1	O	55	2.862131379	21	WALK	0.465	0.493	12	4	41495	43040	4	F	TRUE	Younger	0	25	6
S10A	adjective	bad	93	16	S10A_E_16_93.wav	0.522766182	1.045532363	53.99016072	good	S10A_C_16_93.wav	0.672127944	1.162333715	59.28612521	?	?	1	P	93	2.985426474	22.66433566	BAD	0.75	0.758	9	6	36145	42928	18	M	TRUE	Adult	1	31	9
S10A	adjective	big	78	4	S10A_E_4_78.wav	0.572553549	0.884683159	58.46165784	dig	S10A_C_4_78.wav	0.472979018	1.221698276	58.32515798	?	?	1	P	78	3.659250469	20.59722222	BIG	0.635	0.351	9	6	36145	42928	18	M	TRUE	Adult	1	31	9
S10A	adjective	cold	46	27	S10A_E_27_46.wav	0.721915114	0.547660175	56.88939677	hot	S10A_C_27_46.wav	0.622340616	0.522766117	47.86158578	?	?	1	P	46	2.931457871	18.87719298	COLD	0.413	0.676	19	6	36145	42928	18	M	TRUE	Adult	1	31	9
S10A	adjective	good	95	31	S10A_E_31_95.wav	0.47297883	0.248936226	54.47527187	bad	S10A_C_31_95.wav	0.497872453	0.522766075	53.76236345	?	?	1	P	95	3.966423346	21.73134328	GOOD	0.758	0.75	8	6	36145	42928	18	M	TRUE	Adult	1	31	9
S10A	adjective	green	11	26	S10A_E_26_11.wav	0.871276882	0.303654379	51.81708829	yellow	S10A_C_26_11.wav	0.67212788	2.016383641	52.95857873	?	?	1	P	11	3.025715384	24.41304348	GREEN	0.25	0.364	17	6	36145	42928	18	M	TRUE	Adult	1	31	9
S10A	adjective	hot	85	20	S10A_E_20_85.wav	0.67212794	0.622340685	53.47222458	cold	S10A_C_20_85.wav	0.547659803	1.493617645	50.97218222	?	?	1	P	85	2.897627091	15.57636888	HOT	0.676	0.413	8	6	36145	42928	18	M	TRUE	Adult	1	31	9
S10A	adjective	new	90	28	S10A_E_28_90.wav	0.721915114	0.224042622	51.34924116	newer	S10A_C_28_90.wav	0.69702149	1.717660099	57.24890798	?	?	1	O	90	3.115277591	27.09375	NEW	0.725	0.473	10	6	36145	42928	18	M	TRUE	Adult	0	31	9
S10A	adjective	red	13	19	S10A_E_19_13.wav	0.472978921	0.532338975	55.65051016	blue	S10A_C_19_13.wav	0.448085293	0.721915195	56.67026204	?	?	1	P	13	3.089551883	22.6	RED	0.26	0.106	14	6	36145	42928	18	M	TRUE	Adult	1	31	9
S10A	adjective	white	81	22	S10A_E_22_81.wav	0.746808805	0.423191656	54.32128387	black	S10A_C_22_81.wav	0.771702432	0.47297891	45.83749615	?	?	1	P	81	2.797267541	26.64646465	WHITE	0.655	0.557	8	6	36145	42928	18	M	TRUE	Adult	1	31	9
S10A	noun	boy	88	25	S10A_E_25_88.wav	0.77170241	0.298723514	55.86481404	girl	S10A_C_25_88.wav	0.572553401	1.443830315	52.4505472	?	?	1	P	88	3.438225808	19.91911765	BOY	0.701	0.738	10	6	36145	42928	18	M	TRUE	Adult	1	31	12
S10A	noun	chair	24	5	S10A_E_5_24.wav	0.672128079	0.930637157	58.83029171	table	S10A_C_5_24.wav	0.672128079	1.891916074	70.84087678	?	?	1	P	24	3.116939647	19	CHAIR	0.314	0.756	14	6	36145	42928	18	M	TRUE	Adult	1	31	12
S10A	noun	cup	47	9	S10A_E_9_47.wav	0.448085382	0.970851661	55.70681651	water	S10A_C_9_47.wav	0.796596235	1.17000072	53.44254149	?	?	1	P	47	2.92992956	18.28571429	CUP	0.418	0.527	10	6	36145	42928	18	M	TRUE	Adult	1	31	12
S10A	noun	food	43	23	S10A_E_23_43.wav	0.547659791	0.348510776	51.84688423	starve	S10A_C_23_43.wav	0.746808788	1.018719653	49.51859435	?	?	1	S	43	2.787460475	22.57446809	FOOD	0.406	0.409	18	6	36145	42928	18	M	TRUE	Adult	0	31	12
S10A	noun	house	73	6	S10A_E_6_73.wav	0.547659916	0.871277139	59.35353097	apartment	S10A_C_6_73.wav	0.721915344	1.394043423	61.33530072	?	?	1	P	73	3.491641793	21.73267327	HOUSE	0.582	0.333	13	6	36145	42928	18	M	TRUE	Adult	1	31	12
S10A	noun	lunch	16	1	S10A_E_1_16.wav	0.522766305	0	58.87039007	food	S10A_C_1_16.wav	0.547659935	0.913402041	63.25933422	?	Cfirst	1	P	16	2.870988814	22.72972973	LUNCH	0.269	0.096	17	6	36145	42928	18	M	TRUE	Adult	1	31	12
S10A	noun	mouth	1	14	S10A_E_14_1.wav	0.846383461	0.647234411	54.15060773	lips	S10A_C_14_1.wav	0.547659841	0.68169863	52.24673111	?	?	1	P	1	3.033825694	18.34509804	MOUTH	0.201	0	19	6	36145	42928	18	M	TRUE	Adult	1	31	12
S10A	noun	nose	8	29	S10A_E_29_8.wav	0.672127865	0.721915114	55.9949906	eyebrow	S10A_C_29_8.wav	0.846383235	1.767447377	58.58338642	?	?	1	P	8	2.952792443	16.12676056	NOSE	0.236	0.11	15	6	36145	42928	18	M	TRUE	Adult	1	31	12
S10A	noun	paper	21	30	S10A_E_30_21.wav	0.572553321	0.373405043	56.38728483	pen	S10A_C_30_21.wav	0.597446943	0.821489547	56.64033333	?	?	1	S	21	3.027349608	21	PAPER	0.3	0.109	15	6	36145	42928	18	M	TRUE	Adult	0	31	12
S10A	noun	picture	25	13	S10A_E_13_25.wav	0.647234411	0.373404468	56.31622937	photo	S10A_C_13_25.wav	0.547659886	4.375534953	59.40709522	?	?	1	P	25	2.944975908	22.69230769	PICTURE	0.316	0.811	11	6	36145	42928	18	M	TRUE	Adult	1	31	12
S10A	noun	story	49	32	S10A_E_32_49.wav	0.622340566	0.348510717	53.5679764	ending	S10A_C_32_49.wav	0.597446943	1.593191848	55.62732236	?	?	1	S	49	3.048053173	22.81818182	STORY	0.419	0	14	6	36145	42928	18	M	TRUE	Adult	0	31	12
S10A	noun	tiger	23	8	S10A_E_8_23.wav	0.74680897	0.574463414	56.75212507	cheetah	S10A_C_8_23.wav	0.647234441	0.522766279	58.27605508	?	?	1	P	23	3.020775488	22.5320197	TIGER	0.308	0.362	15	6	36145	42928	18	M	TRUE	Adult	1	31	12
